ID,Upvotes
395456,5
80156,391
279666,110
255179,277
30329,38
351240,8
330034,249
12342,8
327306,74
110149,24
368744,9
96337,152
343321,13
79366,46
199920,9
22910,170
446787,32
367361,17
272292,23
333092,10
192137,993
82097,67
98490,3101
114358,177
405496,28
464141,17
34565,10
446335,20
38895,112
326932,201
461640,7
386626,9
217886,16
321498,17
247211,3708
25731,130
202584,13
99937,16
92509,27
306100,46
45223,27
72671,52
55616,34
398035,3
154437,47
468623,451
316964,5
232389,426
208692,23
64213,21
204826,10
296884,129
387856,2
52733,34
433114,50
57249,105
162316,9
422712,6
444109,3
349477,481
207955,12
128102,198
411957,11
294032,44
223753,13
357921,179
73844,18
365578,30
380793,9
185815,186
221374,667
218609,33
291475,1
237002,5
279871,58
232371,73
168273,24
75316,13
3824,17
438075,2
160250,72
380340,18
352801,209
434035,3542
149361,1709
204152,295
369459,104
351015,257699
305068,12
85319,7
27745,49
37261,62
368918,20
337189,4
3327,6
133421,47
30437,22
303572,1324
136054,342
312527,24
370874,8
140592,53
377841,311
71778,35
199950,38
190852,15
67830,38
208455,207
462157,12
228701,36
329939,355
440520,10
367764,61
127480,33
186438,32
200433,9
200134,92
275380,211
99675,58
307262,7
354584,14
402847,33
90838,4
152632,77
319489,262
270904,191
107095,244
338868,132
372699,22
443059,12
430108,281
165124,1
377542,304
399562,105
111046,26
174685,31
391584,23
174366,4
278958,3
115864,15
361314,1
421516,13
438082,42
100374,44
406729,11
220801,10
416422,8
211886,7
310911,623
267518,60
280059,310
366682,2
67621,35
192871,101
138413,8
119620,53
11743,78
428813,15
24097,454
196073,6
218231,21
22956,1011
384151,6
283952,369
39085,24
2991,21
171726,15
252146,111
324628,10
72747,6
302444,2
10388,29
354884,251
288553,30
93869,11
108902,298
22811,72
384417,389
238460,285
23802,27
422280,14
325172,85
172020,24
187953,21
188192,17
330904,13
284767,72
205553,20
168767,13
162077,58
133451,13
93947,10
428947,316
83780,174
439983,29
440957,47
279138,11
186943,1717
308365,199
19830,237
161385,24
290337,962
88664,705
54460,24
339332,38
168175,35
395119,88
189326,99
451957,500
38900,42
270094,7
18850,584
248185,27
436096,57
252096,74
401352,41
137528,42
463563,94
348067,658
225666,26
116407,63
195060,168
285841,11
3742,11
382299,9
198550,44
343916,35
163262,232
125884,56
97581,115
274997,263
239207,234
130824,1066
45382,642
401828,276
382751,84
95025,69
107932,28
263896,10
384260,36
139494,60
156849,85
24318,124
370014,15
138088,411
459053,480
221251,5
349113,5
340987,12
457374,482
400443,35
62920,18
178234,31
253174,116
230748,4
20459,2
212486,9
267172,310
253230,10
336004,8
102400,26
371546,2967
312746,25
147182,19
111255,40
430362,6
78582,7
179489,22
162205,24
279719,6
273756,4057
217540,52
59132,61
4009,52
416917,2709
242710,14
131075,24
274995,14
272967,4
253851,2
20358,14
418242,152
134444,1971
257745,135
245057,51
410087,22
152121,1176
43641,11
453796,675
223879,7
351122,521
464067,1476
350083,179
79277,10
108719,50
453212,1021
412138,181
124647,58
144036,3472
264360,4
389625,30
361215,10
78676,103
13014,21
469938,565
99080,405
275602,147
76205,258
248030,79
160464,135
217583,35
382988,32
176349,17
288133,45
334544,287
239481,43
358651,44
222577,3
249716,14
142936,7
58428,35
455377,1527
218295,82
232636,32
133591,6
72677,301
69364,144
78826,87
168471,727
453053,52
61703,258
275694,15
268511,17
5672,42
14332,8
40515,12
200927,22
205809,91
139471,40
240216,141
20713,16
115712,1178
403403,108
182073,13
372698,99
78718,64
417253,2
72328,464
395449,11
457430,23
433971,10
223854,28
389996,18
81076,11
450794,4
36684,24
261673,26
193042,80
31575,158
118716,10
471417,31
357501,44
23711,44
306463,86
375815,180
265063,205
21040,3
313742,6
189971,443
465651,32
457228,26
264416,9021
141028,104
223165,76
309747,742
31744,23
122012,163
364994,21
28910,23
453067,113
344159,14
406670,61
363709,376
278656,42
283676,188
35545,56
260236,9
192123,15
92604,23
55200,10
396999,239
421656,24
356745,43
326123,158
275406,195
38468,27
456363,51
219808,82
288518,14
200737,1038
268204,6
333629,3
147992,50
345452,163
141766,10
211660,31
202232,1
271731,72
319163,30
160884,617
218894,29
52247,1168
161708,8
187248,59
89364,12
154907,104
402253,7
150443,12
277332,4
446040,30
41219,32
2605,8
111997,245
163360,9
15766,14
73892,27
157157,68
443300,30
59200,14
204424,19
206561,120
422150,9
155171,84
236699,681
286932,52
104563,11
463437,388
54353,148
49746,13
275795,20
358546,7
136494,5
81280,51
457013,25
374254,14
214852,167
65323,260
158330,28
321791,57
355143,13
412349,58
85821,172
270726,69
99867,22
21754,40
29745,14
291222,55
444941,320
246522,53
217239,367
47577,21
270686,10
242875,906
229015,31
24659,8375
230076,29
201890,22
112052,74
148229,25
89925,41
78685,11
462934,23
285452,459
461218,32
418196,87
411997,1
48567,6
144332,364
292877,28
241049,26
6780,20
237162,36
235247,70
86510,51
249602,11
426689,13
570,16
206887,78
17865,24
39029,2
420914,242
408775,17354
206448,75
44034,22
406509,13
459605,244
321388,45
140562,71
175017,493
152710,23
62027,302
150584,26
150157,542
207687,91
117279,119
402733,9
128222,23
229165,2151
422855,785
37204,294
155538,33
13050,7
109631,401
459909,6
69179,105
279689,16
454972,364
363010,237
389170,13
212885,56
203956,31
413258,47
229263,101
382695,27
37888,29
461660,25
165254,32
296767,18
215540,74
158406,44
152415,10
46258,48
178008,821
284450,177
420345,8
14226,4
131999,65
305628,774
470446,20
374215,21
463377,24
425680,21
239840,19
123761,18
48426,74
97092,66
30566,32
401804,5
459688,84
181107,52
361488,74
3080,12
120497,278
268158,6
238759,60
168634,65
126318,22
126708,19
455633,155
218516,74
433983,12
272564,79
189311,41
103684,61
240523,434
1655,733
156660,552
76055,133
118799,12
194476,50
179366,497
386597,1285
65045,121
371908,27
51075,204
389402,28
139026,165
138998,220
428565,125
60188,44
385379,294
132415,85
115963,39
317292,5
357167,156
91299,20
42826,14
329351,5
290717,87
45049,68
87129,73
309957,37
40525,12
273347,41
132295,1
397237,34
411528,54
417472,24
35487,240
51299,29
3043,63
7272,134
314497,7
283562,264
427611,9
254580,29
241600,22
302172,14
356918,661
98432,18
462804,44
380280,23
191195,81
245035,34
393373,9
176594,1436
30926,18
105194,13
144606,41
16922,193
78911,171
59362,226
321786,285
137201,227
373849,32
212418,336
286296,41
185190,93
386790,12
352926,100
199235,17
132176,12
268964,81
322171,41
182019,9
265572,1
73217,14
396977,30
239967,99
328777,663
228649,21
323169,11
82317,60
150408,92
166125,6
195305,136
44099,117
220710,64
295195,136
237150,8
47873,183
402883,9
397194,17
466972,17
209882,30
317206,2873
61424,203
81562,15
363431,51
48893,9
251471,71
278403,13
436041,58
21659,13
468244,24
145026,13
289805,183
238999,17
348187,1150
22265,2098
387279,3
258882,12
209152,249
446620,2476
453452,26
166825,83
17459,129
373055,219
236495,60
101426,108
228396,158
283887,151
8584,50
34580,82
129774,24
307677,1153
61025,6
250750,23
136453,11
391143,1082
269044,1887
25161,48
402328,67
100014,7
254757,108
468759,2733
460019,91
182402,17
55837,16
155494,4725
88813,226
20345,17
5802,24
416767,42
222008,11
201334,11
74774,198
74139,218
143525,963
210873,20
109805,44
105593,11
176414,23
50439,28
259991,48
156422,9
32595,28
4112,96
225057,46
70885,106
376987,5
248644,67
277076,176
398086,39
332387,147
463867,126
5476,10
248540,34
160310,66
137352,6
45341,130
142314,55
94934,5
347770,44
133869,569
330309,17
154411,9
273630,3
423524,31
197383,125
74039,5
283860,78
372000,1340
389328,91
422092,24
301848,31
332838,467
281080,51
3075,86
92388,43
182968,34
357488,276
294434,14
197140,35
247223,26
53381,676
60528,117
405242,12
168252,47
218547,30
63063,72
378166,71
321582,10
262309,31
131448,17
338414,90
165836,26
12732,598
5309,11
313455,23
2873,457
428914,38
75441,22
114969,34
445435,38
144308,163
458328,55
85411,154
423014,14
176888,13
368323,19
114871,4
281190,6
270210,81
19791,19
180479,52
201939,21
267331,65
106254,175
23788,4
312243,111
179060,1
258189,103
265093,4
157073,7
455239,28
423301,7
419516,344
31089,8
247863,61
268838,1734
31350,2
164587,13
419100,1030
76880,11
127107,8
360295,100
347054,27
300960,58
457705,19
155716,1088
305682,50
350169,20
344350,248
464117,11
84160,77
220288,6
438010,11
349731,9353
190179,24
152387,11
422617,511
317117,11
389334,9
454331,113
378999,305
469651,44
261586,16
439990,43
57272,3
178855,329
250944,178
429797,2
418533,11
186360,430
305261,19
285695,46
368277,15
287290,23
303577,30
103923,281
365477,184
425023,8322
20466,5
76368,47
167646,11
345260,56
423542,117
173487,21
17568,26
335512,14
349562,1391
32858,7
379393,716
333405,25
83785,18
85018,87
140095,17
461823,8
183053,222
450737,15
295029,153
328650,472
329866,253
404747,7
47826,20
300651,9
119932,22
433993,89
306875,7
230750,150
19524,17
386054,9
434523,25
427590,10
189108,94
392935,982
367214,31
307842,58
186617,7
240388,3
11830,23
181100,581
174867,58
1206,8
78642,318
66702,15
446342,16
376400,33
260675,247
37623,9
143440,14
247675,16
73242,4
418298,49
210129,1040
346618,35
277716,59
276859,42
238372,22
56259,61
38717,21
374379,53
231004,20
123366,24
231557,32
225828,24
403213,238
221766,6598
459275,23
401640,112
407953,9
33503,7
438684,39
227179,477
70988,3
279301,244
131188,14
384079,61
77014,1651
58021,26
362670,29
147129,10
191461,0
92822,876
119305,8
87759,66
70697,496
450618,54
453744,228
74727,4
16212,69
99553,60
322053,11
402355,16
406574,11
294022,20
87592,31
272438,24
136834,856
188800,120
3741,1453
328521,517
282308,27
24685,69
268515,14
463903,22
24956,29
159959,19
363846,25
309096,48
261684,8
187115,14
276526,35
347430,679
85927,10
191460,31
343660,2598
333914,71
173077,36
79573,21
196177,8
108908,1563
387345,1155
51517,4
385206,36
96057,290
285953,5
95572,19
271242,9
298531,114
134182,19
146031,18
375670,49
192070,26
99964,397
460691,1260
82677,10
458909,4
101298,293
339249,10
440116,189
282299,179
18724,290
254972,69
74474,14
233552,83
437963,185
208273,60
208799,15
416153,23
200903,4
207547,506
171979,173
193755,17
243876,119
152009,10
7047,9
166684,2397
462199,7
416217,31
379924,8
201171,5
470615,14
225150,63
224636,51
305330,52
207637,11
240208,74
269763,6
332973,70
335452,90
318491,60
293714,347
343468,382
403309,9
330677,49
217342,31
413860,10
353277,196
47619,33
264698,232
188551,251
253885,23
200489,12
408067,6
377701,17
70463,75
432523,334
233187,80
144600,4
40549,72
240980,5
326736,53
338791,81
28235,496
326406,17
116534,144
322754,74
105213,19
156293,5
64605,146
378016,6
182043,96
38202,10
186685,4
59560,200
385587,17
239622,63
455758,144
379100,121
316591,3
450327,94
432034,190
454430,92
215328,22
222142,173
112924,39540
371130,15
430007,232
45092,104
237015,11
373606,34
345533,69
108847,31
325872,15
168764,8
425803,2644
261217,14
406135,5
177837,8
319951,282
652,3
17280,47
69923,21
295024,17
36474,164
270197,204
8045,436
444995,20297
220862,9
364818,141
172298,38
255546,389
38748,19
148340,259
321077,10
240385,6
346243,45
302439,16
1589,341
400091,13
143546,127
320267,154
6333,74
267388,65
145340,96
110717,38
338465,12
415060,77
266935,9
469224,7
221129,85
220969,17
43345,15
51198,38
256266,18
257034,10
458757,51
470045,16
329186,7
308862,90
426956,313
378776,91
194110,7342
462298,84
269833,766
3570,6
408490,20
271166,5
149148,190
274054,36
21699,3
235723,41
363187,15
439485,62
423435,205
457764,420
304427,132
176870,19
140390,34
89511,2331
105170,68
158977,48
464555,3
37388,35
104197,47
380266,257
107629,46
330467,30
217502,9
312894,9
253757,17
434813,19
405388,251
264409,32
167731,9
204292,14
349992,120
231,4
356972,17
245009,39
111589,176
160574,48
102943,10
347902,22
348502,77
56353,10
23254,3
326168,44
421605,19
318209,38
464322,95
169782,43
80036,50
101322,60
458288,43
434534,19
259243,13
308815,253
405336,36
445012,15
443383,88
132859,24
355811,0
32751,22
376824,3330
134893,41
322364,53
404268,5
104558,78
187339,571
142194,224
373083,7
376338,7
55630,3
189009,13
184122,4491
167050,46
447909,48
417098,8
144255,479
101997,79
162010,65
325389,639
368021,57
272724,51
340055,19
298240,12
111756,113
198562,15
212242,32
188658,137
468057,46
437388,129
243677,85
132597,34
34470,85
86970,14
420340,4
195683,5
85945,27
203219,186
282563,264
319075,46
141261,8
311690,1626
74113,72
398556,19
123170,30
285141,8
26619,7
226392,126
78849,23
408609,80
395453,513
417634,19
356996,45
70664,13
397427,18838
154107,29
390829,136
350022,11
446339,1494
399368,223
216387,14
110821,117
404475,280
423735,54
48718,45
75709,12
4654,87
397695,200
8785,8
432736,45
367292,11
120227,4
33627,57
254460,21
129369,512
191094,9
352108,71
194238,34
287938,9
149912,6897
241957,23
317368,8
137423,4
115008,83
374487,1098
178029,53
221123,39
55374,16
335503,24
266787,10
221984,20
56729,19
256845,291
451320,14
408705,5
304717,11
322104,33
103443,191
122244,23
303140,6
108660,27
411757,52
365967,135
230439,56
283505,199
215278,37
302828,254
454304,82
72971,28
342305,18
245192,36
409931,15
363475,88
235265,117
252189,120
151840,18
304774,22
154165,8
261364,27
205106,36
411282,109
123533,91
431217,24
449770,270
374589,5
376741,22
262801,371
272003,15
401862,42
459723,25
146532,189
387292,5
297404,18
226593,90
133648,24
160852,2755
196113,28
205490,18
313950,9
402158,5
296179,4
106551,24
336378,177
340662,193
422806,161
189188,174
188545,42
236731,29
297670,34
2602,945
321994,8
170820,7
415657,248
33118,35
95240,22
140675,31
145879,35
190579,26
181588,5
61087,256
380608,3525
105084,5
34531,24
179805,33
340728,29
370962,302
94366,101
361963,10
427094,83
332836,25
317162,183
339234,38
4331,53
26273,36
24864,125
192603,22
367750,450
295569,255
468043,78
153875,80
279875,159
410128,13
86999,54
31570,605
164642,96
242728,10
429256,117
61767,281
26127,20
121040,8
290260,289
249142,125
147653,41
402607,7
359511,3
308180,7
50231,19
325669,93
161146,24
207247,25
252147,13
6179,561
266768,95
319347,24
276274,44
277973,60
57697,147
409152,532
463411,197
54176,23
139047,19
73429,3
67845,495
309490,82
455698,78
221653,237
251624,4
390080,4
60747,120
94343,26
381866,127
5502,27
86011,19
347515,15
193836,65
8552,23
396896,4
452760,8
136070,532
48312,14
136642,4
152013,21
13406,15
241127,68
168216,114
310316,20
12758,99
198717,39
277333,597
392973,23
208595,36
93593,77
237069,164
403014,231
271151,14
104591,6
12651,292
113551,25
376507,262
419180,13
134658,50
153539,21
59797,61
255977,21
192214,96
427052,2737
421967,112
177099,10
398460,21
109349,3
18965,112
115244,19
58462,11
61817,20
393212,165
228405,26
118437,17
408103,6
177558,23
291563,330
253281,15
144765,16
464867,43
55695,36
96979,160
274873,1
20482,14
128407,512
382078,50
315883,179
389546,73
465764,6
113917,67
332896,39
28555,5
198890,17
39336,32
145732,20
273886,5766
272715,29
85897,177
191614,63
12996,31
147124,332
51750,78
169393,25
103699,587
10944,22
212588,34
258560,223
225777,23
267092,24
21445,84
63567,10
131225,26
119787,1
119510,475
323317,1580
72613,521
404312,27
268262,1
324849,15
396357,17
71968,903
307655,15
372078,10
70922,179
396653,217
404817,14
430294,54
446195,8
371740,52
234328,8
453901,39
417919,129
13293,51
122929,36
61200,56
141938,170
383345,12
429221,52
348444,94
259350,99
43879,42
157905,33
95069,5
400348,67
267397,83
133417,35
103046,54
11513,6
446645,2611
329468,586
96174,78
374201,51
237910,50
262045,6
69504,18
412361,17786
254731,14
220928,57
356044,159
138516,2559
47340,104
72304,8
220637,975
155631,86
347922,104
211985,51
226489,265
211807,9
182988,6
72023,92
195932,36
218177,27
185166,12
57246,31
333985,30
202757,12
230846,3
46711,16
349370,21
403180,1396
437804,113
387368,49
235510,2
18685,37
112035,84
100252,1070
277834,101
87868,18
360757,329
397942,44
178500,35
76288,48
247785,439
232763,16
469342,108
82319,506
446336,28
273591,113
27190,215
202657,20
147488,310
304258,21
334882,34
286186,245
274999,13
177553,7
118494,23
450378,11
333375,23
66983,74
295196,12
469498,287
145436,27
443438,58
228777,4
155870,88
276022,93
111219,286
272169,17
182190,22
454160,82
440118,8
244073,23
203810,6
361905,16
5388,5
308915,47
94281,594
270787,23
162844,19
450203,65
134345,22
22004,8037
460191,3084
122269,7
144508,66
420895,64
342458,29
166313,16
416356,36
108804,15
179565,139
108445,15
128509,29
205559,22
213004,5
36913,77
77709,95
10930,63
305258,286
126422,19
265976,19
161150,12
2285,6
409151,8
389871,2
400256,70
411323,64
96468,12
355831,56
460183,15
463104,74
82661,9
199399,21
110816,55
154945,35
297378,16
270980,13
157202,567
69926,11
436726,6
84027,7
382860,38
372253,174
311606,16
394549,76
106694,291
195728,2589
190740,406
461367,89
90488,29
391771,2
253983,15
3509,35
137334,167
13055,25
424438,120
357317,36
364213,189
418501,11
318259,308
162235,1
27056,187
329672,162
315052,27
163456,32
206545,9
15082,26
180436,295
173219,9
328806,25
237139,51
314974,102
159588,47
67001,35
188752,101
471024,45
28721,23
29017,542
280710,276
303360,95
344329,25
266048,149
91038,2520
49113,186
387087,187
101407,699
88225,256
417513,1518
332808,19
243010,32
152106,3102
170061,8
216972,93
21973,12
32600,18
142738,31
389012,17
388704,14
229876,9
392108,145
162363,305
249496,24
46450,25
367934,9
167485,12
245578,2
410485,16
68056,41
131908,916
429379,8
305850,40
17650,1
82812,1513
259855,31
422095,135
250828,9
187462,33
418111,36
348758,114
28683,94
383574,44
175254,73
187041,34
456565,64
406476,8
339433,36
131308,73
168476,50
5077,49
447317,13
211731,46
131173,63
469047,199
95795,11
233492,42
315914,49
183846,5253
429314,5
116253,12
31659,51
153233,9
93107,58
323066,68
193274,175
19968,6
228143,14
132505,311
344859,9
362323,36
273908,10
421985,21
460311,245
53111,36
148695,241
83084,281
4610,14937
404733,17
435731,307
371194,3
148144,281
44111,129
254365,863
165532,23
373412,12
181288,6056
442752,7
20511,76
384214,21
233236,28
116750,18
44499,2
29528,6
337298,21
259001,12
397298,688
251326,10
421495,106
391472,37
176437,135
115765,4
274177,60
82991,63
161473,14
160743,143
236979,128
464468,111
202181,5
465255,71
301015,79
358048,11
331901,209
222301,117
137248,63
224177,30
353576,15
408125,2
281597,168
121745,29
174443,48
278269,1105
140515,94
434369,18
162818,1485
146509,57
130773,34
145140,51
409093,8
452561,4
162850,45
18539,317
115780,194
189751,26
346624,1345
11083,9
183158,186
468120,4
86667,36
380080,183
63299,21
270377,20
36798,22
229930,5
149235,174
298142,490
333641,11
146132,8
373012,536
1395,16
19227,83
244730,525
105203,5
322165,9
186898,14
265715,6
267258,8
171129,107
462251,47
39312,37
342869,8170
431888,7
179642,18
235112,1102
214759,14
26670,12
239072,13
29149,37
290467,366
47840,7
380697,14
411168,7
100249,13
33924,39
446279,416
221336,3749
253940,5
98361,540
367215,47
435854,82
329522,27
144080,25
345569,28
248370,12
123730,17
386897,18
412659,87
185100,13
413112,18
69017,115
459973,22
337896,17
224196,64
248969,4
330030,61
177910,15
86451,10
131296,16
336758,3
168776,85
92301,102
99407,14
321141,70
418512,19
185063,40
15106,8
465209,2835
410786,43
171068,59
138591,16
277894,230
249818,4
409141,416
103490,40
469117,15
124085,7
425836,7
354832,10
152656,439
339407,3
413475,16
359202,114
289642,479
57765,56
418256,319
51374,9
420279,117
270602,7
5645,33
374836,163
292219,34
141747,72
84884,11
350027,223
26938,183
296850,258
121164,783
410609,21
450317,24
211358,19
243988,593
85116,1170
351114,48
147169,2322
350248,9
108153,23
355016,240
237912,160
205018,25
424908,8
337480,4
105871,517
406921,139
457702,153
352783,79
25597,95
109812,22
107918,8
202353,138
434810,12
90620,420
183741,73
34338,38
325052,17
59261,7
232572,28
17257,5
375510,13
213594,12
416792,97
418368,11
11473,9
333443,21
115683,82
308334,18
6519,880
230797,525
50060,93
454857,409
232825,217
372663,934
370613,22
401807,25
304382,71
445928,13
444112,26
200234,6
27078,86
370040,231
78537,44
296110,6605
147672,164
61364,481
211085,58
212513,457
62142,34
286579,2
242500,93
378863,7
125535,20
133128,9
140352,98
118577,342
73043,89
435391,8
98252,923
82708,56
127361,18
48079,1
39847,13
265285,1170
214103,13
101014,161
149279,30
362341,9
276429,31
49654,212
139127,23
209637,24
27925,32
101027,7
67874,89
131894,47
28662,65
7526,15
280956,52
345749,29
152218,16
364400,153
309214,7
267279,225
87865,55
401005,12
371682,1355
103993,7
33599,142
336738,342
226698,17
55842,14
130122,4
262837,22
430103,118
38992,9
350289,18
47951,20
35945,145
386801,13
316635,183
467904,72
55913,47
269985,22
275019,85
218067,4
593,34
267980,16
325260,201
42470,445
296424,11
229744,210
72995,36
406792,67
247175,293
313807,23
212288,31
269655,17
271077,23
56215,5
415342,2
148377,55
449661,14
204587,30
308230,4
145617,386
407020,52
369256,2
258650,11
455722,21
199816,469
347666,8
333550,27
307892,69
447068,31
273094,297
145542,379
334529,20
459569,16
357692,8
30167,15
65938,93
286017,526
436532,436
36958,23
448051,580
187788,475
3267,162
462352,10
75680,8
223886,629
271936,57
174951,304
143540,2
116624,33
206470,49
231801,8
47235,62
448441,3
7879,2
299080,97
257630,5
316939,317
42495,5
322932,28
4721,9
189758,5
141165,1331
154327,10
379259,12945
18652,10
236820,36
188117,93
71466,594
71059,18
141745,9
121834,30
14705,85
85092,234
80341,12
290006,2020
240217,17
139791,21
55494,9
109462,162
441063,73
436445,79
174344,16
394573,1
468027,72
153323,38
402812,243
370532,16
88587,23
383072,126
142914,17
100405,17
431811,13
445214,7
446409,127
365577,250
73306,4
200236,1229
87568,82
420518,6
352906,22
20366,13
148948,13
149683,178
106036,19
56655,21
121506,18
125346,140
391964,153
54820,135
429583,36
214721,4
60549,20
207990,53
312584,21
381861,160
98227,39
85153,3
467883,459
75718,80
147521,8
442924,13
226033,12
315496,27
132418,57
63164,9
400043,43
177655,28
401886,9
356548,16
461153,118
313086,114
129164,8
158489,14
3052,118
211529,6
31367,130
40388,6
314313,26
319810,699
193590,13
339455,5
455528,14
213771,221
373965,40
60640,17
9927,129
205502,23
190759,8
43553,12
69998,547
212,23
200027,3
432590,73
161672,87
266631,11
444580,12
221199,37
343296,32
166758,69
338994,90
155806,238
300840,361
8937,309
329946,208
276530,33
5463,27
225417,26
234709,50
309595,17
61729,7
120638,11
157794,205
199140,480
113164,22
81745,100
383615,6
295496,48
231973,16
73027,15
35815,29
303513,261
132755,123
302849,12
9043,40
280471,50
447053,8
158618,129
196690,5
451474,22
207949,69
191342,387
333005,110
313237,19
87683,105
285379,25
97962,173
275920,90
351751,7
321003,24
11624,3504
172390,44
244327,61
276631,19
85525,4
444329,17
243772,294
321364,6128
108074,33
316303,14
194670,38
202187,47
46080,49
200143,5
104085,47
333295,142
272449,49
318553,247
240482,12
354977,585
158482,343
316417,67
384131,60
297995,43
221116,8
414928,9
187878,4
442860,12
336974,14
466530,39
404131,25
460931,36
341910,108
151002,78
2689,35
30074,23
107542,24
118856,13
316654,20
249424,418
96285,8
38038,69
165438,10
410089,24
222573,5
264139,164
250758,353
265327,20
288052,10951
117663,18
334121,69
270195,14
405704,173
189932,215
268559,81
272316,7
373885,29
2892,845
354398,31
234789,64
53419,18
440409,5
144092,583
53758,337
239670,28
465855,8
107136,68
187525,433
64377,514
295237,40
153709,0
141623,24
130629,78
233028,267
321562,23
429165,7
30041,182
133152,119
3659,5
178517,198
70711,11
165522,2386
216793,67
46753,99
276724,105
51549,2315
54147,188
297142,15
71380,71
431942,46
413072,44
260490,14
179450,3
177772,237
63767,236
468386,59
186280,28
154552,9
101557,26
306898,10
390815,23
107854,96
237968,5
154969,16
330973,13
129142,22
163491,15
370768,37
233145,119
396574,3
411573,4
87037,9
215040,737
165081,125
174258,15
209197,52
365056,1132
234077,13
413641,967
186290,108
26246,15
229616,265
205273,58
264403,6
24145,12
358495,60
289457,382
279348,1871
363086,51
274566,6
450510,28
441975,385
164515,17
28310,3
385138,55
52459,58
160780,105
355708,48
310806,3666
243424,132
49545,6
93222,33
296415,11
315588,1614
